1,345,7,13,40,14,0,4,80,14,195,163,6,258,11,155,24,43,32,1038,19,85,74,14,10168,10176,20,10158,3,0,20,77,12,7,88,99,19,57,11,19,11.856250000000001
1,236,20,23,50,16,10,1,100,13,94,49,22,130,17,18,24,15,11,542,33,12,8,13,10070,10099,21,10052,5,44,22,75,11,6,86,96,22,71,17,8,12.877499999999998
1,89,1,13,30,14,0,1,60,13,170,98,5,233,13,88,6,76,50,1679,0,0,0,1,10192,10206,5,10182,24,3,4,83,13,2,74,98,2,42,13,29,6.756000000000001
1,235,41,42,60,22,30,2,100,23,64,47,3,75,11,45,6,0,0,85,0,0,0,1,10325,10332,9,10315,24,21,5,70,14,8,90,98,1,82,18,1,10.8345
1,203,31,34,50,1,20,14,90,1,34,24,1,44,19,21,24,0,0,137,0,0,0,1,10263,10278,11,10242,1,3,6,59,24,8,97,99,4,92,24,2,10.236250000000002
1,115,28,32,40,6,20,19,70,9,54,16,24,70,14,17,24,0,0,94,26,8,2,19,9923,9958,24,9897,4,12,22,70,14,8,95,98,1,90,12,1,12.970999999999998
1,248,39,43,80,15,10,1,140,15,147,99,24,186,12,62,24,24,14,1023,11,10,6,13,10156,10187,23,10137,12,50,8,80,15,6,85,98,1,68,15,17,9.46
1,13,25,28,50,18,10,12,70,18,168,132,24,227,15,123,24,74,45,1800,0,-1,-1,1,10144,10157,10,10132,18,57,8,80,12,4,76,92,8,53,15,31,14.252749999999999
1,204,56,67,110,15,30,20,210,13,155,96,21,227,11,83,24,79,52,1462,30,97,53,13,10001,10078,24,9939,4,56,1,82,19,4,73,96,1,47,16,24,13.184
1,194,24,26,40,10,10,19,70,16,186,154,1,225,14,148,24,20,15,810,4,32,32,20,10155,10171,1,10135,24,45,4,75,12,8,87,98,23,70,16,14,10.378499999999997
1,126,16,17,30,18,0,2,40,18,-4,-62,7,50,14,-74,12,67,84,407,0,0,0,1,10304,10316,23,10283,1,43,3,61,12,6,87,94,4,76,13,4,15.386750000000001
1,49,33,35,60,13,20,2,90,12,-29,-51,24,10,15,-67,24,65,69,670,0,0,0,1,10166,10211,1,10142,15,50,3,83,15,3,80,93,4,62,14,6,11.170250000000001
1,190,27,31,50,20,10,3,70,10,24,2,9,40,24,-8,12,38,48,271,24,22,8,22,10224,10260,1,10201,14,19,21,77,13,8,84,98,23,68,13,3,10.681
1,197,57,68,100,12,30,20,190,13,140,106,19,173,15,99,24,27,16,1092,65,102,35,17,9998,10032,24,9964,9,58,8,83,1,8,74,92,9,56,4,18,15.771500000000001
1,164,12,22,40,13,0,20,70,13,59,-8,24,120,14,-34,24,30,27,735,0,0,0,1,9912,9929,24,9903,6,6,23,75,1,7,80,98,23,66,11,10,11.462
1,203,34,40,60,11,20,6,110,13,143,108,24,181,15,101,6,12,8,1123,21,17,10,22,10073,10096,1,10060,24,24,21,79,8,8,73,96,21,57,8,18,8.300249999999998
1,132,27,28,50,13,10,22,90,13,124,65,1,195,13,57,6,62,66,600,0,0,0,1,10061,10069,9,10053,15,31,1,83,14,7,80,98,1,53,13,9,9.426499999999997
1,148,20,32,50,3,10,6,80,3,150,127,3,178,14,127,6,7,6,425,52,67,22,2,10022,10040,1,10009,7,20,7,70,13,7,95,98,2,86,13,7,10.105750000000002
1,171,14,20,40,10,0,23,70,11,181,116,5,251,15,104,6,110,83,1631,0,0,0,1,10251,10261,9,10240,24,13,4,82,16,4,78,97,2,50,16,29,9.096499999999999
1,280,19,27,50,13,10,1,90,14,67,-21,4,133,15,-34,6,65,49,1314,0,0,0,1,10357,10372,8,10342,24,28,5,74,14,4,78,98,6,52,14,18,8.892000000000001
1,167,11,21,50,24,0,1,150,24,269,139,4,356,15,125,6,115,76,2354,2,2,2,24,10086,10114,1,10055,23,62,24,83,18,3,42,87,4,17,12,48,8.208000000000002
1,84,40,40,50,15,30,1,80,6,16,3,24,30,1,3,24,0,0,158,56,9,2,16,10179,10195,24,10167,14,20,17,56,2,8,92,95,20,90,9,2,12.65025
1,203,67,68,80,2,50,21,140,12,103,87,24,124,14,81,24,11,14,193,0,0,0,1,10093,10118,23,10054,1,68,5,75,2,6,77,90,24,70,14,3,9.85175
1,219,31,41,80,16,10,1,120,15,207,143,3,276,11,124,6,57,34,1562,0,-1,-1,1,10093,10155,1,10062,19,70,2,81,7,5,63,76,3,48,11,29,10.97475
1,36,17,27,50,14,0,21,90,16,205,152,24,278,15,125,24,77,46,2243,0,-1,-1,1,10216,10222,7,10204,15,61,4,83,11,6,66,90,24,37,14,41,14.95775
1,283,17,21,50,13,10,1,80,12,55,9,23,86,13,-6,24,12,11,383,3,4,4,20,10147,10198,22,10089,1,2,23,72,16,7,91,99,23,75,16,5,15.711750000000002
1,110,10,13,20,6,0,22,40,10,31,-17,6,91,12,-42,12,76,82,670,0,0,0,1,10221,10259,1,10181,23,16,23,70,13,2,92,98,18,75,12,8,11.6115
1,193,54,58,100,12,30,7,210,12,120,86,24,159,11,79,24,25,22,589,44,57,20,1,10011,10069,24,9973,11,47,2,83,14,5,87,97,2,63,14,9,8.391999999999998
1,251,56,59,90,11,30,21,190,15,81,31,24,134,2,14,24,64,48,1229,26,44,14,9,10152,10227,24,10061,1,57,10,80,16,5,84,95,24,58,14,17,8.407999999999998
1,187,6,25,50,19,10,2,110,19,163,133,21,207,10,129,24,4,3,618,38,26,14,15,10094,10134,1,10070,13,13,22,80,9,8,86,97,21,66,9,10,11.744749999999998
1,183,45,50,70,12,30,1,100,11,97,73,8,124,13,65,12,55,70,323,36,44,17,19,10265,10290,1,10245,14,37,19,75,10,3,88,98,19,74,11,5,15.2365
1,302,72,74,100,14,50,1,190,14,62,42,24,81,1,33,24,7,9,163,46,54,15,11,10161,10180,1,10148,8,56,19,70,6,7,83,91,9,75,15,2,13.157999999999998
1,330,30,34,50,14,10,1,100,14,147,125,23,165,13,125,24,0,0,467,142,189,46,8,10115,10139,1,10100,13,36,9,70,2,8,93,98,9,81,3,8,10.803999999999998
1,206,20,27,60,12,0,2,100,12,24,-38,3,79,12,-57,6,25,22,724,8,8,8,18,10139,10156,18,10113,1,2,3,80,12,7,86,98,3,66,14,8,16.172749999999997
1,130,28,31,50,12,10,19,90,12,206,133,4,275,14,113,6,141,92,2663,0,0,0,1,10103,10144,1,10073,24,78,9,83,1,0,45,66,5,25,13,49,9.868
1,167,9,18,40,20,0,6,80,22,10,-29,8,38,16,-25,12,27,29,401,15,16,14,20,10090,10103,9,10062,24,0,5,62,15,7,95,100,3,85,15,4,16.003750000000004
1,332,22,23,50,9,0,24,70,8,135,83,24,165,14,70,24,12,9,776,0,-1,-1,1,10260,10273,1,10247,18,58,4,75,11,7,88,98,4,73,14,12,11.036749999999996
1,314,17,24,50,11,10,1,120,11,131,97,23,178,16,90,24,47,31,1414,30,24,11,13,10216,10227,13,10200,3,16,22,82,15,7,84,97,22,53,16,22,8.8175
1,181,28,33,80,23,0,9,130,24,12,-23,9,42,23,-26,6,0,0,149,5,4,4,3,10247,10282,13,10196,24,0,7,66,24,8,97,99,5,82,24,2,11.497000000000003
1,219,42,63,110,1,40,12,190,1,47,23,17,76,1,16,24,3,3,134,75,110,23,13,9873,9942,2,9784,15,50,15,75,5,7,84,94,17,70,2,2,13.096749999999997
1,111,29,33,40,1,20,16,70,1,29,-7,7,62,20,-13,12,6,7,220,0,0,0,1,10111,10170,1,10089,14,59,16,68,2,8,90,93,7,87,1,3,12.461499999999997
1,18,41,43,60,8,10,5,100,8,113,54,3,163,14,25,6,48,29,1714,0,0,0,1,10303,10316,9,10290,18,65,3,82,16,5,70,91,3,51,13,26,8.886249999999997
1,347,23,24,50,16,0,1,90,17,67,-17,5,139,15,-48,6,97,63,1968,0,0,0,1,10200,10243,1,10151,24,63,4,83,11,2,67,96,2,39,14,26,14.891249999999998
1,163,12,17,40,13,10,1,60,11,110,53,2,182,14,38,6,65,58,1046,0,0,0,1,10212,10223,9,10207,3,39,24,81,15,6,81,98,2,48,13,16,9.741499999999997
1,330,18,21,40,13,0,1,70,9,135,78,2,176,16,64,6,5,4,755,0,-1,-1,1,10207,10213,9,10199,3,32,1,80,13,7,83,98,2,61,16,12,10.651000000000003
1,107,14,32,50,21,10,24,120,23,161,119,6,217,14,106,24,41,30,1394,0,-1,-1,1,10033,10051,24,10007,1,50,2,81,11,8,67,85,5,38,13,24,10.763749999999998
1,349,23,27,40,1,10,17,70,2,52,43,8,70,12,36,12,3,3,249,52,14,4,5,10316,10327,10,10304,24,26,5,70,11,8,94,98,1,86,24,3,8.717
1,208,31,33,60,1,20,5,100,1,44,14,8,57,13,-3,12,11,14,211,42,44,16,3,10089,10117,22,10059,5,26,21,64,13,7,96,98,4,92,13,3,14.860249999999997
1,318,35,45,80,15,20,1,130,15,161,120,24,220,15,111,24,64,39,1395,16,21,16,10,10176,10205,1,10152,14,58,10,83,19,5,73,95,10,45,17,24,10.432750000000002
1,241,13,29,70,4,10,17,190,4,208,168,3,259,13,162,6,80,48,2150,17,53,41,4,10190,10231,24,10146,2,57,22,81,14,5,78,95,5,59,13,40,7.203749999999999
1,309,20,28,50,14,0,23,90,14,68,-24,24,119,13,-38,24,80,70,1190,21,4,2,2,10284,10319,22,10242,2,2,23,75,15,4,82,99,4,56,13,16,8.112000000000002
1,112,28,31,50,8,10,18,90,10,181,146,3,229,16,129,24,2,1,1129,7,11,11,17,10093,10114,1,10072,24,34,23,83,1,8,68,94,21,47,14,20,13.960250000000002
1,234,70,70,90,2,60,13,140,2,134,126,23,147,18,124,24,0,0,68,83,33,6,19,10213,10225,22,10201,1,19,7,70,1,8,94,98,7,81,1,1,13.03325
1,226,45,46,60,11,30,1,110,20,138,119,1,151,16,115,6,10,9,372,10,4,3,3,10146,10152,17,10136,4,15,3,70,15,8,90,98,3,81,16,6,14.537999999999998
1,255,31,33,60,14,10,1,110,15,84,9,3,146,15,-13,6,73,54,1337,0,0,0,1,10246,10264,6,10209,24,61,1,83,18,7,71,94,2,49,15,19,14.9895
1,356,15,23,40,16,0,5,70,14,195,131,4,254,15,115,6,38,25,1692,0,0,0,1,10191,10214,22,10169,4,13,3,82,14,6,81,98,4,56,15,31,8.226750000000001
1,284,15,17,40,11,0,20,70,11,23,-28,24,72,13,-39,24,31,40,276,0,-1,-1,1,10241,10253,24,10231,4,2,24,75,13,5,93,99,21,79,13,3,11.972999999999999
1,211,56,58,90,17,30,1,160,16,54,15,1,84,13,1,6,36,37,530,37,32,13,20,9995,10022,24,9975,1,50,2,80,15,7,87,97,2,61,14,7,8.899500000000002
1,222,30,34,60,9,10,20,100,10,172,142,4,211,15,135,6,15,9,1255,25,31,23,12,10104,10114,12,10087,1,50,4,83,16,7,84,95,22,59,16,22,10.640500000000001
1,42,45,45,60,15,30,18,90,5,91,58,24,136,14,48,24,74,64,1117,0,0,0,1,10325,10341,22,10297,1,28,1,70,18,3,80,97,2,64,16,16,8.713250000000002
1,120,45,46,60,7,30,1,100,7,91,55,2,119,14,49,6,26,29,358,2,1,1,21,10055,10093,2,10018,23,16,7,70,12,5,91,98,3,79,12,5,9.57
1,16,18,20,50,24,0,4,80,24,78,4,5,123,14,-11,6,7,6,426,3,1,1,22,10221,10232,1,10212,24,28,7,75,13,6,90,97,5,75,14,6,15.697750000000001
1,227,51,53,90,10,30,18,150,12,187,137,3,241,14,130,6,37,28,1138,0,0,0,1,10200,10205,10,10192,17,62,24,83,15,7,77,90,5,55,14,20,9.843000000000002
1,192,17,28,70,19,10,1,140,19,117,38,24,182,15,23,24,86,63,1727,26,28,9,20,10089,10101,9,10074,17,1,24,83,9,6,73,98,23,41,16,26,14.920500000000002
1,208,54,55,90,9,30,19,140,9,154,127,24,198,12,121,24,86,58,1871,4,4,4,14,10086,10097,10,10066,24,65,4,81,12,4,79,91,4,56,13,31,9.856
1,231,36,43,60,1,30,9,90,1,11,-5,7,23,14,4,12,39,50,289,0,-1,-1,1,10051,10126,20,9896,1,21,19,70,13,7,94,97,18,90,13,3,13.52125
1,223,27,31,50,16,10,1,80,13,34,-27,4,85,14,-44,6,45,46,545,0,0,0,1,10331,10344,24,10314,1,41,5,75,14,8,90,98,1,75,14,7,12.49975
1,226,60,61,70,9,40,1,140,14,50,31,23,64,13,26,24,6,7,165,36,22,7,24,9932,9965,23,9875,1,56,10,70,12,8,93,97,23,83,16,2,12.80875
1,231,26,32,60,11,10,19,150,14,165,121,24,212,11,88,24,57,35,1703,12,56,52,14,10118,10129,22,10106,2,4,24,80,11,6,82,98,22,61,11,29,13.276250000000001
1,352,28,32,50,16,10,1,90,16,144,117,4,180,10,87,6,17,10,1266,0,0,0,1,10142,10156,24,10128,1,60,1,81,10,7,77,92,1,64,10,21,10.479
1,260,31,36,70,12,0,4,130,13,140,73,22,190,12,15,24,47,30,1670,0,0,0,1,10175,10212,23,10147,6,69,24,83,19,5,69,88,24,49,15,27,10.980999999999998
1,223,54,57,90,11,30,19,160,14,138,111,20,177,15,97,24,89,69,1411,8,14,10,12,10039,10073,19,9985,1,58,1,83,17,6,81,96,1,61,15,23,13.77475
1,190,26,27,40,4,20,1,70,4,59,31,1,70,24,30,6,0,0,62,22,10,5,23,10232,10242,1,10226,24,2,12,63,3,8,97,99,11,88,4,1,18.928500000000003
1,166,45,47,70,12,30,20,120,12,16,-11,7,60,14,-19,12,87,89,850,0,0,0,1,10118,10144,1,10096,15,70,1,83,16,0,73,89,6,53,16,10,11.188249999999996
1,214,73,74,100,6,50,13,170,8,81,54,24,105,6,46,24,2,2,70,113,164,52,11,10038,10074,1,10015,13,47,7,70,18,7,90,97,11,81,19,1,10.606
1,288,23,29,40,7,10,21,80,8,158,88,24,196,18,59,24,54,32,1319,0,0,0,1,10194,10208,23,10179,1,59,24,83,11,5,71,97,24,50,15,22,14.210999999999999
1,278,28,38,60,10,20,8,110,12,56,31,23,86,1,25,24,0,0,318,86,57,19,2,10030,10119,24,9939,1,21,5,70,14,8,95,98,2,85,14,4,11.905500000000004
1,325,25,30,70,15,0,5,110,14,96,38,24,148,14,14,24,77,50,1891,7,9,6,5,10173,10245,24,10119,1,1,2,81,10,4,78,100,4,40,15,27,8.61575
1,213,49,52,80,10,30,1,130,10,96,66,24,122,14,48,24,26,29,314,2,2,2,6,10226,10282,23,10178,1,41,24,75,11,6,89,98,24,76,14,5,11.5515
1,33,37,40,70,9,10,20,120,9,28,-4,22,49,16,-17,24,6,6,380,0,0,0,1,10199,10218,20,10172,2,44,22,67,16,7,87,96,21,75,15,4,10.263999999999998
1,117,24,26,50,14,10,1,80,13,251,171,4,322,13,157,6,115,89,1606,0,0,0,1,10133,10149,1,10119,17,58,6,82,17,0,59,88,4,34,13,32,11.522250000000001
1,243,32,41,90,14,10,1,160,17,115,32,1,199,16,4,6,101,73,2006,0,0,0,1,10246,10294,1,10209,24,57,23,82,16,3,68,93,24,35,16,31,11.768999999999997
1,269,35,37,60,11,10,20,110,13,192,166,1,239,13,162,24,67,45,1725,7,9,5,4,10139,10178,23,10086,1,28,1,83,13,7,77,98,1,49,12,31,7.9254999999999995
1,106,31,33,50,2,10,17,90,2,29,-12,21,91,15,-25,24,87,88,827,0,0,0,1,10297,10315,24,10276,4,57,4,66,15,0,68,86,18,50,14,10,14.706499999999997
1,154,27,32,50,10,10,18,80,11,45,8,19,76,14,-11,24,22,27,263,0,0,0,1,10058,10081,24,10042,12,47,22,75,14,5,91,98,19,78,16,3,9.610000000000001
1,264,35,37,50,3,10,24,90,3,179,129,24,219,14,105,24,10,6,1180,47,28,11,4,10160,10196,23,10129,3,20,24,80,14,6,86,98,1,66,14,21,8.37125
1,214,27,31,60,12,10,19,110,17,152,127,22,195,16,103,24,25,15,1318,37,25,5,14,9984,9997,1,9972,16,33,4,80,15,7,88,95,7,66,16,22,14.977499999999997
1,234,33,36,70,13,10,1,110,12,84,23,1,153,14,2,6,62,53,1170,0,0,0,1,10310,10318,20,10297,15,9,1,77,12,8,84,98,1,60,12,16,13.306750000000003
1,218,39,41,70,10,10,1,110,10,59,-11,1,82,13,-26,6,5,6,231,13,2,1,15,10232,10244,24,10225,5,13,18,75,11,8,94,98,1,79,12,3,11.448999999999998
1,186,43,45,60,13,30,1,110,12,124,102,2,147,12,93,6,0,0,302,16,7,5,15,10058,10062,10,10055,5,45,15,75,9,7,87,97,15,76,12,5,9.368
1,334,35,38,70,12,10,2,120,10,55,-4,24,108,16,-25,24,67,48,1366,0,-1,-1,1,10276,10300,23,10247,1,60,5,78,10,5,73,97,3,49,14,18,8.519750000000002
1,266,3,18,40,16,10,1,80,16,184,138,5,245,13,126,24,17,12,858,20,232,136,15,10153,10189,24,10138,6,2,24,83,12,7,87,98,24,61,12,15,10.663749999999999
1,125,18,20,40,22,0,3,70,24,67,46,5,93,13,42,6,24,31,238,0,-1,-1,1,10222,10236,18,10200,1,42,4,61,12,7,92,98,4,83,12,3,13.941999999999997
1,237,56,57,70,10,30,1,130,15,53,-7,1,88,20,-24,6,10,12,163,0,0,0,1,10164,10198,1,10130,24,56,7,70,13,8,92,97,3,86,24,2,13.9235
1,210,21,28,50,10,0,22,80,10,165,122,1,212,18,109,6,15,9,941,0,0,0,1,10196,10220,23,10174,2,38,3,75,19,6,88,97,1,70,19,16,10.554
1,32,31,32,50,11,10,1,80,12,38,-20,4,76,16,-41,6,8,7,394,0,-1,-1,1,10288,10303,1,10276,15,2,6,65,13,7,91,99,6,82,16,5,12.49375
1,43,29,35,50,10,10,24,110,13,189,123,24,249,14,100,6,141,90,2593,0,0,0,1,10157,10169,9,10146,1,70,2,83,16,2,52,84,4,30,15,46,9.405000000000001
1,224,39,40,60,1,20,19,90,10,96,58,1,119,20,57,6,0,0,67,136,50,8,4,10231,10255,1,10211,24,4,12,47,21,8,98,100,10,98,1,1,16.094000000000005
1,189,56,58,90,11,20,22,160,14,126,93,4,186,20,87,6,39,31,974,8,3,3,14,10013,10025,2,9996,13,65,14,83,13,5,76,89,4,55,12,15,8.486999999999998
1,48,38,39,50,4,30,2,80,14,162,110,5,219,13,101,6,126,86,2264,0,0,0,1,10195,10221,1,10173,24,64,5,83,10,4,73,93,3,52,13,38,9.76175
1,232,36,38,50,4,20,18,120,16,45,5,21,71,14,-24,24,33,43,245,13,12,6,16,10118,10134,20,10105,13,19,5,70,12,6,96,98,1,87,13,3,8.292
1,94,12,13,30,19,0,2,50,14,-11,-67,6,54,14,-82,6,87,87,982,0,0,0,1,10352,10373,10,10325,24,64,24,83,11,0,76,93,8,46,15,10,13.139500000000004
1,243,52,56,80,2,30,19,160,14,41,16,20,64,13,8,24,36,43,366,42,53,20,9,9914,9932,16,9894,5,50,24,75,12,7,86,93,3,75,13,4,13.526749999999998
1,17,20,22,40,8,0,2,90,11,106,25,4,166,12,-14,6,23,14,1491,0,0,0,1,10255,10263,23,10245,1,65,2,83,15,4,72,95,23,51,15,22,11.497499999999999
1,213,30,32,60,12,0,22,90,12,204,145,24,263,15,122,24,10,6,1402,0,-1,-1,1,10258,10270,8,10244,24,70,22,83,2,8,61,88,23,41,14,26,12.6135
1,148,15,18,40,12,0,1,60,11,159,96,5,237,14,81,6,52,49,789,0,0,0,1,10180,10187,20,10163,1,50,5,81,13,7,73,96,2,44,14,13,11.426499999999997
1,92,18,18,30,11,10,1,70,14,193,154,4,245,15,144,6,72,57,1283,0,0,0,1,10150,10162,1,10138,17,27,6,80,12,4,82,98,3,57,14,23,11.497999999999998
1,192,22,29,60,10,10,1,100,10,122,22,1,213,15,5,6,116,83,2050,0,0,0,1,10250,10283,24,10222,1,61,5,83,19,6,68,95,5,35,15,32,11.021499999999996
1,296,11,21,50,16,0,21,80,16,22,-39,24,76,15,-50,24,13,13,248,8,2,1,10,10331,10412,23,10233,1,1,3,75,15,6,95,99,1,80,15,3,11.893
1,91,15,18,30,4,10,9,50,4,-38,-51,22,-8,13,-49,24,37,44,380,0,0,0,1,10383,10405,23,10350,1,6,20,50,12,8,93,98,19,78,13,3,11.9195
1,257,27,33,60,11,0,24,120,14,212,126,24,281,13,100,24,129,80,2575,0,0,0,1,10149,10181,23,10123,3,70,23,83,15,3,57,89,24,38,10,48,10.227500000000001
1,343,41,42,70,15,20,2,100,15,155,97,24,202,14,87,24,39,23,1349,0,-1,-1,1,10227,10237,23,10218,16,56,6,77,11,5,77,95,7,63,14,23,8.0715
1,73,19,21,40,11,0,22,70,10,84,-3,5,175,14,-24,12,106,89,1415,0,0,0,1,10249,10256,8,10240,16,19,4,65,14,1,71,96,6,41,14,20,10.723
1,245,22,27,60,15,0,2,120,18,116,56,1,185,16,45,6,51,32,1396,0,-1,-1,1,10159,10191,1,10131,24,65,11,83,18,6,70,89,1,47,15,21,13.975
1,226,71,74,130,22,40,2,220,23,131,103,2,152,20,102,6,2,2,112,113,162,30,24,10041,10082,1,10003,20,29,11,70,20,8,90,98,1,72,23,2,17.66475
1,218,25,29,50,12,10,17,80,11,127,81,22,166,1,66,24,2,2,430,0,0,0,1,10199,10217,10,10171,23,31,21,69,2,7,86,98,20,73,2,7,14.13875
1,15,30,35,60,14,0,2,110,17,45,-17,5,109,14,-45,6,96,68,1661,2,1,1,15,10280,10344,24,10227,1,9,2,83,13,2,73,99,2,49,16,21,12.547749999999999
1,217,35,38,60,3,10,23,100,4,142,116,23,176,16,108,24,8,6,653,70,39,11,4,10139,10180,24,10103,2,21,1,75,15,7,91,98,1,73,17,11,9.78125
1,160,46,52,70,17,40,5,120,21,59,49,20,72,13,44,24,32,41,234,0,0,0,1,10183,10233,2,10101,24,23,1,75,23,8,89,98,1,79,23,3,11.517000000000001
1,175,30,33,50,22,20,1,80,23,58,35,2,80,12,30,6,0,0,293,9,12,12,24,10123,10155,1,10100,24,61,24,80,12,8,81,95,24,69,12,4,8.665
